dataset,model,seed,train_acc,val_acc,test_acc,metric_name,train_metric,val_metric,test_metric,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily
amazon-ratings,mlp,0,0.41760575771331787,0.3949044644832611,0.38820838928222656,accuracy,0.41760575771331787,0.3949044644832611,0.38820838928222656,1.3454203605651855,1.3762612342834473,1.3755379915237427,209,16.885440349578857,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,0,0.4470847547054291,0.43230441212654114,0.43050792813301086,accuracy,0.4470847547054291,0.43230441212654114,0.43050792813301086,1.2969801425933838,1.3262194395065308,1.323276400566101,230,41.154234409332275,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,0,0.392128050327301,0.3939245343208313,0.38722848892211914,accuracy,0.392128050327301,0.3939245343208313,0.38722848892211914,1.3690791130065918,1.3753997087478638,1.374687910079956,81,4.198527574539185,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,0,0.4355708062648773,0.42642495036125183,0.4218520224094391,accuracy,0.4355708062648773,0.42642495036125183,0.4218520224094391,1.309831976890564,1.3328711986541748,1.3300178050994873,231,76.86774778366089,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,0,0.5142087340354919,0.43442755937576294,0.43818390369415283,accuracy,0.5142087340354919,0.43442755937576294,0.43818390369415283,1.1983213424682617,1.3156070709228516,1.3080987930297852,223,49.55999827384949,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,0,0.45574066042900085,0.4341009259223938,0.4376939535140991,accuracy,0.45574066042900085,0.4341009259223938,0.4376939535140991,1.2768173217773438,1.316636085510254,1.3111716508865356,126,55.685540437698364,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,0,0.47501224279403687,0.438510537147522,0.44732972979545593,accuracy,0.47501224279403687,0.438510537147522,0.44732972979545593,1.2056149244308472,1.2820067405700684,1.269035816192627,196,115.18345522880554,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,0,0.9216887354850769,0.4674179255962372,0.46545809507369995,accuracy,0.9216887354850769,0.4674179255962372,0.46545809507369995,0.30570781230926514,1.9986754655838013,1.979166030883789,167,33.71554970741272,heterophilous_graphs,amazon_ratings,0,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,1,0.4062550961971283,0.38608524203300476,0.3857586085796356,accuracy,0.4062550961971283,0.38608524203300476,0.3857586085796356,1.361679196357727,1.38158118724823,1.3819066286087036,97,10.138130187988281,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,1,0.4485546350479126,0.42789483070373535,0.4282214641571045,accuracy,0.4485546350479126,0.42789483070373535,0.4282214641571045,1.2988827228546143,1.3256582021713257,1.3218740224838257,238,30.755728483200073,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,1,0.37971583008766174,0.3826555609703064,0.3777559995651245,accuracy,0.37971583008766174,0.3826555609703064,0.3777559995651245,1.4781259298324585,1.4784009456634521,1.4782358407974243,6,1.2743258476257324,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,1,0.43704065680503845,0.4238118529319763,0.4221786558628082,accuracy,0.43704065680503845,0.4238118529319763,0.4221786558628082,1.3162723779678345,1.3360775709152222,1.3305608034133911,236,52.468379735946655,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,1,0.5335620045661926,0.44455331563949585,0.44079700112342834,accuracy,0.5335620045661926,0.44455331563949585,0.44079700112342834,1.1808383464813232,1.3108447790145874,1.3080378770828247,249,34.85777926445007,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,1,0.4780336320400238,0.4411236345767975,0.4435734152793884,accuracy,0.4780336320400238,0.4411236345767975,0.4435734152793884,1.251075267791748,1.307833194732666,1.2989375591278076,233,66.5091941356659,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,1,0.5004082918167114,0.4550057053565979,0.44830965995788574,accuracy,0.5004082918167114,0.4550057053565979,0.44830965995788574,1.1901683807373047,1.2671657800674438,1.2634185552597046,229,128.92137384414673,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,1,0.7846643924713135,0.4517393410205841,0.4550057053565979,accuracy,0.7846643924713135,0.4517393410205841,0.4550057053565979,0.6608139276504517,1.813277244567871,1.7240145206451416,98,34.51550221443176,heterophilous_graphs,amazon_ratings,1,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,2,0.40650007128715515,0.3906581699848175,0.38984158635139465,accuracy,0.40650007128715515,0.3906581699848175,0.38984158635139465,1.357117772102356,1.3767774105072021,1.380764126777649,173,23.93515396118164,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,2,0.4432467818260193,0.43426424264907837,0.43214109539985657,accuracy,0.4432467818260193,0.43426424264907837,0.43214109539985657,1.2974026203155518,1.319704532623291,1.3261545896530151,239,46.33620357513428,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,2,0.3955577313899994,0.3950677812099457,0.39310795068740845,accuracy,0.3955577313899994,0.3950677812099457,0.39310795068740845,1.3655606508255005,1.3690961599349976,1.3740475177764893,147,5.338201522827148,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,2,0.4301812946796417,0.4249550998210907,0.4211987555027008,accuracy,0.4301812946796417,0.4249550998210907,0.4211987555027008,1.3182114362716675,1.3299659490585327,1.3342289924621582,250,71.3670802116394,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,2,0.5311938524246216,0.4479830265045166,0.4491262435913086,accuracy,0.5311938524246216,0.4479830265045166,0.4491262435913086,1.1893949508666992,1.3001987934112549,1.308927297592163,246,50.71100211143494,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,2,0.4731340706348419,0.44928956031799316,0.4476563632488251,accuracy,0.4731340706348419,0.44928956031799316,0.4476563632488251,1.249081015586853,1.293044924736023,1.304360032081604,249,74.08242416381836,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,2,0.4902825355529785,0.45418912172317505,0.4491262435913086,accuracy,0.4902825355529785,0.45418912172317505,0.4491262435913086,1.1970123052597046,1.2649290561676025,1.270588994026184,214,121.7596526145935,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,2,0.9374489784240723,0.4652947783470154,0.4608851969242096,accuracy,0.9374489784240723,0.4652947783470154,0.4608851969242096,0.22483327984809875,2.1545774936676025,2.1915218830108643,200,55.373634576797485,heterophilous_graphs,amazon_ratings,2,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,3,0.413849413394928,0.3911481201648712,0.3927813172340393,accuracy,0.413849413394928,0.3911481201648712,0.3927813172340393,1.3546333312988281,1.3770031929016113,1.379616618156433,182,23.645877838134766,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,3,0.4416135847568512,0.4270782172679901,0.4223420023918152,accuracy,0.4416135847568512,0.4270782172679901,0.4223420023918152,1.3022854328155518,1.3244951963424683,1.3269799947738647,229,46.69186091423035,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,3,0.3983341455459595,0.39408785104751587,0.3908214867115021,accuracy,0.3983341455459595,0.39408785104751587,0.3908214867115021,1.3659380674362183,1.3701478242874146,1.3731889724731445,125,5.1273674964904785,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,3,0.42838478088378906,0.42528173327445984,0.41989222168922424,accuracy,0.42838478088378906,0.42528173327445984,0.41989222168922424,1.3311381340026855,1.3387091159820557,1.3430893421173096,110,47.638145446777344,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,3,0.5359300971031189,0.4399803876876831,0.4352441728115082,accuracy,0.5359300971031189,0.4399803876876831,0.4352441728115082,1.1756038665771484,1.3073768615722656,1.3109130859375,244,50.99685096740723,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,3,0.4693777561187744,0.4465131461620331,0.44014373421669006,accuracy,0.4693777561187744,0.4465131461620331,0.44014373421669006,1.2504585981369019,1.2973114252090454,1.298555850982666,246,72.07163429260254,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,3,0.49918341636657715,0.4463498294353485,0.4376939535140991,accuracy,0.49918341636657715,0.4463498294353485,0.4376939535140991,1.1921073198318481,1.2661371231079102,1.2674869298934937,236,130.14344930648804,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,3,0.9346725344657898,0.4726441204547882,0.47084763646125793,accuracy,0.9346725344657898,0.4726441204547882,0.47084763646125793,0.22333207726478577,2.1812193393707275,2.2324557304382324,223,59.05746126174927,heterophilous_graphs,amazon_ratings,3,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,4,0.4109096825122833,0.3970276117324829,0.38673853874206543,accuracy,0.4109096825122833,0.3970276117324829,0.38673853874206543,1.3482859134674072,1.3750388622283936,1.3766728639602661,224,25.059210538864136,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,4,0.44822800159454346,0.43116119503974915,0.425608366727829,accuracy,0.44822800159454346,0.43116119503974915,0.425608366727829,1.2976715564727783,1.3224900960922241,1.3164012432098389,243,43.893264293670654,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,4,0.3939245343208313,0.3918014168739319,0.38657522201538086,accuracy,0.3939245343208313,0.3918014168739319,0.38657522201538086,1.3681273460388184,1.3740252256393433,1.3716983795166016,104,4.155168771743774,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,4,0.43761229515075684,0.4293646812438965,0.4218520224094391,accuracy,0.43761229515075684,0.4293646812438965,0.4218520224094391,1.3157507181167603,1.3296492099761963,1.3254809379577637,249,74.02925848960876,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,4,0.5399314165115356,0.45141270756721497,0.43802058696746826,accuracy,0.5399314165115356,0.45141270756721497,0.43802058696746826,1.1772804260253906,1.3045799732208252,1.3033579587936401,224,50.34218144416809,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,4,0.46758124232292175,0.44455331563949585,0.44553324580192566,accuracy,0.46758124232292175,0.44455331563949585,0.44553324580192566,1.2695354223251343,1.3074078559875488,1.3006336688995361,158,65.87606358528137,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,4,0.4909358024597168,0.46170178055763245,0.45369917154312134,accuracy,0.4909358024597168,0.46170178055763245,0.45369917154312134,1.1935298442840576,1.2593988180160522,1.2641379833221436,245,126.384352684021,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,4,0.800751268863678,0.47460395097732544,0.47395068407058716,accuracy,0.800751268863678,0.47460395097732544,0.47395068407058716,0.7089204788208008,1.4236340522766113,1.4276158809661865,71,30.026188373565674,heterophilous_graphs,amazon_ratings,4,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,5,0.4033970236778259,0.39670097827911377,0.38935163617134094,accuracy,0.4033970236778259,0.39670097827911377,0.38935163617134094,1.354805588722229,1.376228928565979,1.3787331581115723,209,25.158482551574707,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,5,0.43916380405426025,0.43377429246902466,0.43067124485969543,accuracy,0.43916380405426025,0.43377429246902466,0.43067124485969543,1.2968897819519043,1.3266373872756958,1.3192930221557617,243,48.4223427772522,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,5,0.3815940022468567,0.3906581699848175,0.38510534167289734,accuracy,0.3815940022468567,0.3906581699848175,0.38510534167289734,1.4591143131256104,1.4595811367034912,1.4598504304885864,7,2.12041974067688,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,5,0.4320594370365143,0.42854809761047363,0.4296913146972656,accuracy,0.4320594370365143,0.42854809761047363,0.4296913146972656,1.315733790397644,1.3345948457717896,1.327290654182434,221,73.43047785758972,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,5,0.522292971611023,0.45141270756721497,0.4399803876876831,accuracy,0.522292971611023,0.45141270756721497,0.4399803876876831,1.1926472187042236,1.3067337274551392,1.3073277473449707,237,52.610692501068115,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,5,0.4699493646621704,0.44553324580192566,0.443736732006073,accuracy,0.4699493646621704,0.44553324580192566,0.443736732006073,1.2495965957641602,1.3072441816329956,1.2952457666397095,249,90.41009855270386,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,5,0.4838314652442932,0.44945287704467773,0.44994282722473145,accuracy,0.4838314652442932,0.44945287704467773,0.44994282722473145,1.1959400177001953,1.2730247974395752,1.2647589445114136,235,130.84240078926086,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,5,0.9236485362052917,0.4754205346107483,0.4672546088695526,accuracy,0.9236485362052917,0.4754205346107483,0.4672546088695526,0.2866787612438202,1.8755974769592285,1.8937146663665771,146,50.309982776641846,heterophilous_graphs,amazon_ratings,5,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,6,0.40560182929039,0.3916381001472473,0.3873918056488037,accuracy,0.40560182929039,0.3916381001472473,0.3873918056488037,1.352686882019043,1.3762582540512085,1.3815219402313232,218,29.152202606201172,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,6,0.4468397796154022,0.4367140233516693,0.4259350001811981,accuracy,0.4468397796154022,0.4367140233516693,0.4259350001811981,1.2964470386505127,1.3194502592086792,1.3245142698287964,247,49.62931537628174,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,6,0.39147475361824036,0.39621099829673767,0.39049485325813293,accuracy,0.39147475361824036,0.39621099829673767,0.39049485325813293,1.3654605150222778,1.3700648546218872,1.3728032112121582,149,5.721594333648682,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,6,0.4324677586555481,0.4272415339946747,0.4195655584335327,accuracy,0.4324677586555481,0.4272415339946747,0.4195655584335327,1.3161004781723022,1.3286471366882324,1.333026647567749,240,76.46387004852295,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,6,0.5333986878395081,0.45206597447395325,0.4430834650993347,accuracy,0.5333986878395081,0.45206597447395325,0.4430834650993347,1.1778219938278198,1.3015152215957642,1.307315468788147,226,54.214935302734375,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,6,0.4833414852619171,0.4519026577472687,0.4414502680301666,accuracy,0.4833414852619171,0.4519026577472687,0.4414502680301666,1.23307204246521,1.2883747816085815,1.2972147464752197,240,75.03950643539429,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,6,0.494202196598053,0.4543524384498596,0.44292014837265015,accuracy,0.494202196598053,0.4543524384498596,0.44292014837265015,1.2020666599273682,1.2668204307556152,1.2751719951629639,240,129.2897961139679,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,6,0.9054384827613831,0.473624050617218,0.46219173073768616,accuracy,0.9054384827613831,0.473624050617218,0.46219173073768616,0.33350870013237,1.8666423559188843,1.882474422454834,146,48.86697721481323,heterophilous_graphs,amazon_ratings,6,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,7,0.4068267047405243,0.3934345841407776,0.38232892751693726,accuracy,0.4068267047405243,0.3934345841407776,0.38232892751693726,1.3534433841705322,1.3773432970046997,1.378234624862671,186,25.49030637741089,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,7,0.4356524646282196,0.4296913146972656,0.4192389249801636,accuracy,0.4356524646282196,0.4296913146972656,0.4192389249801636,1.3084553480148315,1.3285647630691528,1.3309533596038818,151,36.91950011253357,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,7,0.3944961726665497,0.393271267414093,0.39261800050735474,accuracy,0.3944961726665497,0.393271267414093,0.39261800050735474,1.3647516965866089,1.3711844682693481,1.3720109462738037,161,5.811555624008179,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,7,0.43548914790153503,0.4216887056827545,0.41940224170684814,accuracy,0.43548914790153503,0.4216887056827545,0.41940224170684814,1.311994194984436,1.331270456314087,1.3315166234970093,247,74.9237949848175,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,7,0.5378082394599915,0.44504326581954956,0.4292013645172119,accuracy,0.5378082394599915,0.44504326581954956,0.4292013645172119,1.1743253469467163,1.3123929500579834,1.3104254007339478,249,47.276228189468384,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,7,0.47942185401916504,0.4468397796154022,0.44406336545944214,accuracy,0.47942185401916504,0.4468397796154022,0.44406336545944214,1.246142864227295,1.3035318851470947,1.301622748374939,246,67.72081732749939,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,7,0.487669438123703,0.443736732006073,0.44553324580192566,accuracy,0.487669438123703,0.443736732006073,0.44553324580192566,1.2176275253295898,1.2893093824386597,1.2843992710113525,240,84.80246877670288,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,7,0.8183896541595459,0.4711742699146271,0.46480482816696167,accuracy,0.8183896541595459,0.4711742699146271,0.46480482816696167,0.5947487950325012,1.5057286024093628,1.4772850275039673,84,30.302205324172974,heterophilous_graphs,amazon_ratings,7,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,8,0.4105830490589142,0.38837170600891113,0.38559529185295105,accuracy,0.4105830490589142,0.38837170600891113,0.38559529185295105,1.3564268350601196,1.3807662725448608,1.3830339908599854,90,14.908576250076294,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,8,0.44504326581954956,0.4345908761024475,0.4303446114063263,accuracy,0.44504326581954956,0.4345908761024475,0.4303446114063263,1.2918367385864258,1.3221455812454224,1.3217827081680298,224,46.812705278396606,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,8,0.401518851518631,0.3885350227355957,0.3906581699848175,accuracy,0.401518851518631,0.3885350227355957,0.3906581699848175,1.3629997968673706,1.3703280687332153,1.3703577518463135,250,6.295111179351807,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,8,0.43320268392562866,0.42299526929855347,0.4216887056827545,accuracy,0.43320268392562866,0.42299526929855347,0.4216887056827545,1.3118536472320557,1.3334027528762817,1.332226276397705,183,72.72146582603455,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,8,0.543197751045227,0.4336109757423401,0.4399803876876831,accuracy,0.543197751045227,0.4336109757423401,0.4399803876876831,1.1693472862243652,1.313887596130371,1.3089579343795776,244,52.26768755912781,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,8,0.47778865694999695,0.44455331563949585,0.4465131461620331,accuracy,0.47778865694999695,0.44455331563949585,0.4465131461620331,1.2332618236541748,1.296777367591858,1.2949882745742798,219,75.45351004600525,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,8,0.5006532669067383,0.4465131461620331,0.44945287704467773,accuracy,0.5006532669067383,0.4465131461620331,0.44945287704467773,1.1877676248550415,1.277883529663086,1.2773826122283936,231,132.57273936271667,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,8,0.9209538102149963,0.47231748700141907,0.4679078757762909,accuracy,0.9209538102149963,0.47231748700141907,0.4679078757762909,0.29146608710289,2.1282877922058105,2.1054067611694336,158,51.33240365982056,heterophilous_graphs,amazon_ratings,8,True,24492,93050,0.3803761418592155
amazon-ratings,mlp,9,0.40805160999298096,0.392128050327301,0.3906581699848175,accuracy,0.40805160999298096,0.392128050327301,0.3906581699848175,1.3538683652877808,1.377187728881836,1.3781129121780396,180,22.858039140701294,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,gcn,9,0.44871795177459717,0.4277315139770508,0.4309978783130646,accuracy,0.44871795177459717,0.4277315139770508,0.4309978783130646,1.2939115762710571,1.3184884786605835,1.3230551481246948,237,46.093995332717896,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,sgc,9,0.3831455111503601,0.3854319751262665,0.3821656107902527,accuracy,0.3831455111503601,0.3854319751262665,0.3821656107902527,1.4355809688568115,1.4357399940490723,1.4372522830963135,10,2.1403989791870117,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,appnp,9,0.43867385387420654,0.42152538895606995,0.4301812946796417,accuracy,0.43867385387420654,0.42152538895606995,0.4301812946796417,1.3156501054763794,1.3295611143112183,1.3320640325546265,206,73.56544542312622,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,mixhop,9,0.5267025828361511,0.4376939535140991,0.4341009259223938,accuracy,0.5267025828361511,0.4376939535140991,0.4341009259223938,1.1916687488555908,1.312513828277588,1.3101580142974854,222,52.15505909919739,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,gprgnn,9,0.47452229261398315,0.44128695130348206,0.44128695130348206,accuracy,0.47452229261398315,0.44128695130348206,0.44128695130348206,1.2503769397735596,1.3019099235534668,1.300341248512268,242,71.36957335472107,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,h2gcn,9,0.4935488998889923,0.44618651270866394,0.4442266821861267,accuracy,0.4935488998889923,0.44618651270866394,0.4442266821861267,1.1998475790023804,1.2750043869018555,1.2704689502716064,233,133.66675424575806,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
amazon-ratings,linkx,9,0.7493875622749329,0.4585987329483032,0.44602319598197937,accuracy,0.7493875622749329,0.4585987329483032,0.44602319598197937,0.7541745901107788,1.599866271018982,1.5966277122497559,76,30.324646472930908,heterophilous_graphs,amazon_ratings,9,True,24492,93050,0.3803761418592155
